,x,y
0,56,93
1,56,94
2,56,95
3,56,96
4,56,97
5,56,98
6,55,99
7,55,100
8,55,101
9,55,102
10,55,103
11,55,104
12,55,105
13,55,106
14,55,107
15,55,108
16,55,109
17,55,110
18,54,111
19,54,112
20,54,113
21,54,114
22,54,115
23,54,116
24,54,117
25,54,118
26,54,119
27,54,120
28,54,121
29,54,122
30,54,123
31,53,124
32,53,125
33,53,126
34,53,127
35,53,128
36,53,129
37,53,130
38,53,131
39,53,132
40,53,133
41,53,134
42,53,135
43,53,136
44,52,137
45,52,138
46,52,139
47,52,140
48,52,141
49,52,142
50,52,143
51,52,144
52,52,145
53,52,146
54,52,147
55,52,148
56,52,149
57,52,150
58,51,151
59,51,152
60,51,153
61,51,154
62,51,155
63,51,156
64,51,157
65,51,158
66,51,159
67,51,160
68,51,161
69,51,162
70,51,163
71,51,164
72,51,165
73,51,166
74,51,167
75,51,168
76,51,169
77,51,170
78,51,171
79,51,172
80,51,173
81,50,174
82,50,175
83,50,176
84,50,177
85,50,178
86,50,179
87,50,180
88,50,181
89,50,182
90,50,183
91,50,184
92,50,185
93,50,186
94,50,187
95,50,188
96,50,189
97,50,190
98,50,191
99,51,192
100,51,193
101,51,194
102,51,195
103,51,196
104,51,197
105,51,198
106,51,199
107,51,200
108,51,201
109,51,202
110,51,203
111,51,204
112,51,205
113,51,206
114,51,207
115,52,208
116,52,209
117,52,210
118,52,211
119,52,212
120,52,213
121,52,214
122,52,215
123,53,216
124,53,217
125,53,218
126,53,219
127,53,220
128,54,221
129,54,222
130,54,223
131,54,224
132,55,225
133,55,226
134,55,227
135,55,228
136,56,229
137,56,230
138,56,231
139,57,232
140,57,233
141,57,234
142,58,235
143,58,236
144,59,237
145,59,238
146,60,239
147,60,240
148,61,241
149,61,242
150,62,243
151,62,244
152,63,245
153,63,246
154,64,247
155,65,248
156,65,249
157,66,250
158,67,251
159,68,252
160,69,253
161,69,254
162,70,255
163,71,256
164,72,257
165,73,258
166,74,259
167,75,259
168,76,260
169,77,261
170,78,262
171,79,263
172,80,263
173,81,264
174,82,265
175,83,265
176,84,266
177,85,267
178,86,267
179,87,268
180,88,269
181,89,269
182,90,270
183,91,270
184,92,271
185,93,271
186,94,272
187,95,272
188,96,273
189,97,273
190,98,274
191,99,274
192,100,275
193,101,275
194,102,276
195,103,276
196,104,276
197,105,277
198,106,277
199,107,278
200,108,278
201,109,278
202,110,279
203,111,279
204,112,279
205,113,280
206,114,280
207,115,280
208,116,281
209,117,281
210,118,282
211,119,282
212,120,282
213,121,283
214,122,283
215,123,283
216,124,283
217,125,284
218,126,284
219,127,284
220,128,285
221,129,285
222,130,285
223,131,286
224,132,286
225,133,286
226,134,286
227,135,287
228,136,287
229,137,287
230,138,288
231,139,288
232,140,288
233,141,288
234,142,289
235,143,289
236,144,289
237,145,289
238,146,290
239,147,290
240,148,290
241,149,290
242,150,291
243,151,291
244,152,291
245,153,291
246,154,292
247,155,292
248,156,292
249,157,292
250,158,293
251,159,293
252,160,293
253,161,293
254,162,293
255,163,294
256,164,294
257,165,294
258,166,294
259,167,295
260,168,295
261,169,295
262,170,295
263,171,296
264,172,296
265,173,296
266,174,296
267,175,296
268,176,297
269,177,297
270,178,297
271,179,297
272,180,297
273,181,298
274,182,298
275,183,298
276,184,298
277,185,299
278,186,299
279,187,299
280,188,299
281,189,299
282,190,300
283,191,300
284,192,300
285,193,300
286,194,300
287,195,301
288,196,301
289,197,301
290,198,301
291,199,301
292,200,302
293,201,302
294,202,302
295,203,302
296,204,302
297,205,303
298,206,303
299,207,303
300,208,303
301,209,303
302,210,304
303,211,304
304,212,304
305,213,304
306,214,304
307,215,305
308,216,305
309,217,305
310,218,305
311,219,305
312,220,306
313,221,306
314,222,306
315,223,306
316,224,306
317,225,307
318,226,307
319,227,307
320,228,307
321,229,307
322,230,308
323,231,308
324,232,308
325,233,308
326,234,308
327,235,308
328,236,309
329,237,309
330,238,309
331,239,309
332,240,309
333,241,310
334,242,310
335,243,310
336,244,310
337,245,310
338,246,311
339,247,311
340,248,311
341,249,311
342,250,311
343,251,312
344,252,312
345,253,312
346,253,312
