,x,y
0,208,128
1,207,129
2,206,130
3,205,131
4,204,132
5,203,133
6,202,134
7,201,134
8,200,135
9,199,136
10,198,137
11,197,138
12,196,139
13,195,140
14,194,141
15,193,142
16,192,143
17,191,144
18,190,145
19,189,146
20,188,147
21,187,147
22,186,148
23,185,149
24,184,150
25,183,151
26,182,152
27,181,153
28,180,154
29,179,155
30,178,156
31,177,157
32,176,158
33,175,159
34,174,160
35,173,160
36,172,161
37,171,162
38,170,163
39,169,164
40,168,165
41,167,166
42,166,167
43,165,168
44,164,169
45,163,170
46,162,171
47,161,172
48,160,173
49,159,173
50,158,174
51,157,175
52,156,176
53,155,177
54,154,178
55,153,179
56,152,179
57,151,179
58,150,179
59,149,179
60,148,179
61,147,179
62,146,179
63,145,179
64,144,179
65,143,179
66,142,179
67,141,179
68,140,179
69,139,179
70,138,179
71,137,179
72,136,179
73,135,179
74,134,179
75,133,179
76,132,179
77,131,179
78,130,179
79,129,179
80,128,179
81,127,179
82,126,179
83,125,179
84,124,179
85,123,179
86,122,179
87,121,179
88,120,179
89,119,179
90,118,179
91,117,179
92,116,179
93,115,179
94,114,179
95,113,179
96,112,179
97,111,179
98,110,179
99,109,179
100,108,179
101,107,179
102,106,179
103,105,179
104,104,179
105,103,179
106,102,179
107,101,179
108,100,179
109,99,179
110,98,179
111,97,179
112,96,179
113,95,179
114,94,179
115,93,179
116,92,179
117,91,179
118,90,179
119,89,179
120,88,179
121,87,179
122,86,179
123,85,179
124,84,179
125,83,179
126,82,179
127,81,179
128,80,179
129,79,179
130,78,179
131,77,179
132,76,179
133,75,179
134,74,179
135,73,179
136,72,179
137,71,179
138,70,179
139,69,179
140,68,179
141,67,179
142,66,179
143,65,179
144,64,179
145,63,179
146,62,179
147,61,179
148,60,179
149,59,179
150,58,179
151,57,179
152,56,179
153,55,179
154,56,180
155,57,181
156,58,182
157,59,183
158,60,184
159,61,185
160,62,186
161,63,187
162,63,188
163,64,189
164,65,190
165,66,191
166,67,192
167,68,193
168,69,194
169,70,195
170,71,196
171,72,197
172,73,198
173,74,199
174,75,200
175,76,201
176,77,202
177,78,203
178,79,204
179,79,205
180,80,206
181,81,207
182,82,208
183,83,209
184,84,210
185,85,211
186,86,212
187,87,213
188,88,214
189,89,215
190,90,216
191,91,217
192,92,218
193,93,219
194,94,220
195,95,221
196,96,222
197,96,223
198,97,224
199,98,225
200,99,226
201,100,227
202,101,228
203,102,229
204,103,230
205,104,231
206,103,232
207,102,233
208,101,234
209,100,235
210,99,236
211,98,237
212,97,238
213,96,239
214,95,240
215,94,241
216,93,242
217,92,243
218,92,244
219,91,245
220,90,246
221,89,247
222,88,248
223,87,249
224,86,250
225,85,251
226,84,252
227,83,253
228,82,254
229,81,255
230,80,256
231,79,257
232,78,258
233,77,259
234,76,260
235,75,261
236,74,262
237,73,263
238,72,264
239,71,265
240,70,266
241,69,267
242,68,268
243,67,269
244,67,270
245,66,271
246,65,272
247,64,273
248,63,274
249,62,275
250,61,276
251,60,277
252,59,278
253,58,279
254,57,280
255,56,281
256,56,282
257,55,282
258,57,282
259,58,282
260,59,282
261,60,282
262,61,282
263,62,282
264,63,282
265,64,282
266,65,282
267,66,282
268,67,282
269,68,282
270,69,282
271,70,282
272,71,282
273,72,282
274,73,282
275,74,282
276,75,282
277,76,282
278,77,282
279,78,282
280,79,282
281,80,282
282,81,282
283,82,282
284,83,282
285,84,282
286,85,282
287,86,282
288,87,282
289,88,282
290,89,282
291,90,282
292,91,282
293,92,282
294,93,282
295,94,282
296,95,282
297,96,282
298,97,282
299,98,282
300,99,282
301,100,282
302,101,282
303,102,282
304,103,282
305,104,282
306,105,282
307,106,282
308,107,282
309,108,282
310,109,282
311,110,282
312,111,282
313,112,282
314,113,282
315,114,282
316,115,282
317,116,282
318,117,282
319,118,282
320,119,282
321,120,282
322,121,282
323,122,282
324,123,282
325,124,282
326,125,282
327,126,282
328,127,282
329,128,282
330,129,282
331,130,282
332,131,282
333,132,282
334,133,282
335,134,282
336,135,282
337,136,282
338,137,282
339,138,282
340,139,282
341,140,282
342,141,282
343,142,282
344,143,282
345,144,282
346,145,282
347,146,282
348,147,282
349,148,282
350,149,282
351,150,282
352,151,282
353,152,282
354,153,282
355,154,283
356,155,284
357,156,285
358,157,286
359,158,287
360,159,288
361,160,288
362,161,289
363,162,290
364,163,291
365,164,292
366,165,293
367,166,294
368,167,295
369,168,296
370,169,297
371,170,298
372,171,299
373,172,300
374,173,301
375,174,301
376,175,302
377,176,303
378,177,304
379,178,305
380,179,306
381,180,307
382,181,308
383,182,309
384,183,310
385,184,311
386,185,312
387,186,313
388,187,314
389,188,314
390,189,315
391,190,316
392,191,317
393,192,318
394,193,319
395,194,320
396,195,321
397,196,322
398,197,323
399,198,324
400,199,325
401,200,326
402,201,327
403,202,327
404,203,328
405,204,329
406,205,330
407,206,331
408,207,332
409,208,333
410,209,332
411,210,331
412,211,330
413,212,329
414,213,328
415,214,327
416,215,326
417,216,325
418,217,325
419,218,324
420,219,323
421,220,322
422,221,321
423,222,320
424,223,319
425,224,318
426,225,317
427,226,316
428,227,315
429,228,314
430,229,313
431,230,312
432,231,311
433,232,310
434,233,309
435,234,308
436,235,308
437,236,307
438,237,306
439,238,305
440,239,304
441,240,303
442,241,302
443,242,301
444,243,300
445,244,299
446,245,298
447,246,297
448,247,296
449,248,295
450,249,294
451,250,293
452,251,292
453,252,291
454,253,291
455,254,290
456,255,289
457,256,288
458,257,287
459,258,286
460,259,285
461,260,284
462,261,283
463,262,282
464,263,282
465,264,282
466,265,282
467,266,282
468,267,282
469,268,282
470,269,282
471,270,282
472,271,282
473,272,282
474,273,282
475,274,282
476,275,282
477,276,282
478,277,282
479,278,282
480,279,282
481,280,282
482,281,282
483,282,282
484,283,282
485,284,282
486,285,282
487,286,282
488,287,282
489,288,282
490,289,282
491,290,282
492,291,282
493,292,282
494,293,282
495,294,282
496,295,282
497,296,282
498,297,282
499,298,282
500,299,282
501,300,282
502,301,282
503,302,282
504,303,282
505,304,282
506,305,282
507,306,282
508,307,282
509,308,282
510,309,282
511,310,282
512,311,282
513,312,282
514,313,282
515,314,282
516,315,282
517,316,282
518,317,282
519,318,282
520,319,282
521,320,282
522,321,282
523,322,282
524,323,282
525,324,282
526,325,282
527,326,282
528,327,282
529,328,282
530,329,282
531,330,282
532,331,282
533,332,282
534,333,282
535,334,282
536,335,282
537,336,282
538,337,282
539,338,282
540,339,282
541,340,282
542,341,282
543,342,282
544,343,282
545,344,282
546,345,282
547,346,282
548,347,282
549,348,282
550,349,282
551,350,282
552,351,282
553,352,282
554,353,282
555,354,282
556,355,282
557,356,282
558,357,282
559,358,282
560,359,282
561,359,281
562,358,280
563,357,279
564,356,278
565,355,277
566,354,276
567,353,275
568,352,274
569,351,273
570,350,272
571,349,271
572,348,270
573,348,269
574,347,268
575,346,267
576,345,266
577,344,265
578,343,264
579,342,263
580,341,262
581,340,261
582,339,260
583,338,259
584,337,258
585,336,257
586,335,256
587,334,255
588,333,254
589,332,253
590,331,252
591,330,251
592,329,250
593,328,249
594,327,248
595,326,247
596,325,246
597,324,245
598,323,244
599,323,243
600,322,242
601,321,241
602,320,240
603,319,239
604,318,238
605,317,237
606,316,236
607,315,235
608,314,234
609,313,233
610,312,232
611,311,231
612,312,230
613,313,229
614,314,228
615,315,227
616,316,226
617,317,225
618,318,224
619,319,223
620,319,222
621,320,221
622,321,220
623,322,219
624,323,218
625,324,217
626,325,216
627,326,215
628,327,214
629,328,213
630,329,212
631,330,211
632,331,210
633,332,209
634,333,208
635,334,207
636,335,206
637,336,205
638,336,204
639,337,203
640,338,202
641,339,201
642,340,200
643,341,199
644,342,198
645,343,197
646,344,196
647,345,195
648,346,194
649,347,193
650,348,192
651,349,191
652,350,190
653,351,189
654,352,188
655,352,187
656,353,186
657,354,185
658,355,184
659,356,183
660,357,182
661,358,181
662,359,180
663,359,179
664,358,179
665,357,179
666,356,179
667,355,179
668,354,179
669,353,179
670,352,179
671,351,179
672,350,179
673,349,179
674,348,179
675,347,179
676,346,179
677,345,179
678,344,179
679,343,179
680,342,179
681,341,179
682,340,179
683,339,179
684,338,179
685,337,179
686,336,179
687,335,179
688,334,179
689,333,179
690,332,179
691,331,179
692,330,179
693,329,179
694,328,179
695,327,179
696,326,179
697,325,179
698,324,179
699,323,179
700,322,179
701,321,179
702,320,179
703,319,179
704,318,179
705,317,179
706,316,179
707,315,179
708,314,179
709,313,179
710,312,179
711,311,179
712,310,179
713,309,179
714,308,179
715,307,179
716,306,179
717,305,179
718,304,179
719,303,179
720,302,179
721,301,179
722,300,179
723,299,179
724,298,179
725,297,179
726,296,179
727,295,179
728,294,179
729,293,179
730,292,179
731,291,179
732,290,179
733,289,179
734,288,179
735,287,179
736,286,179
737,285,179
738,284,179
739,283,179
740,282,179
741,281,179
742,280,179
743,279,179
744,278,179
745,277,179
746,276,179
747,275,179
748,274,179
749,273,179
750,272,179
751,271,179
752,270,179
753,269,179
754,268,179
755,267,179
756,266,179
757,265,179
758,264,179
759,263,179
760,262,179
761,261,178
762,260,177
763,259,176
764,258,175
765,257,174
766,256,173
767,255,172
768,254,171
769,253,170
770,252,170
771,251,169
772,250,168
773,249,167
774,248,166
775,247,165
776,246,164
777,245,163
778,244,162
779,243,161
780,242,160
781,241,159
782,240,158
783,239,157
784,238,156
785,237,155
786,236,154
787,235,153
788,234,153
789,233,152
790,232,151
791,231,150
792,230,149
793,229,148
794,228,147
795,227,146
796,226,145
797,225,144
798,224,143
799,223,142
800,222,141
801,221,140
802,220,139
803,219,138
804,218,137
805,217,136
806,216,136
807,215,135
808,214,134
809,213,133
810,212,132
811,211,131
812,210,130
813,209,129
814,360,179
815,360,282
816,360,282
