,x,y
0,388,112
1,389,112
2,390,112
3,391,112
4,392,112
5,393,112
6,394,112
7,395,112
8,396,112
9,397,112
10,398,112
11,399,112
12,400,112
13,401,112
14,402,112
15,403,112
16,404,112
17,405,112
18,406,112
19,407,112
20,408,112
21,409,112
22,410,112
23,411,112
24,412,112
25,413,112
26,414,112
27,415,112
28,416,113
29,417,113
30,418,113
31,419,113
32,420,113
33,421,113
34,422,113
35,423,113
36,424,113
37,425,114
38,426,114
39,427,114
40,428,114
41,429,114
42,430,114
43,431,114
44,432,114
45,433,115
46,434,115
47,435,115
48,436,115
49,437,115
50,438,116
51,439,116
52,440,116
53,441,116
54,442,116
55,443,116
56,444,117
57,445,117
58,446,117
59,447,117
60,448,118
61,449,118
62,450,118
63,451,118
64,452,119
65,453,119
66,454,119
67,455,120
68,456,120
69,457,120
70,458,121
71,459,121
72,460,121
73,461,122
74,462,122
75,463,122
76,464,123
77,465,123
78,466,123
79,467,124
80,468,124
81,469,124
82,470,125
83,471,125
84,472,126
85,473,126
86,474,126
87,475,127
88,476,127
89,477,128
90,478,128
91,479,129
92,480,129
93,481,130
94,482,130
95,483,131
96,484,131
97,485,132
98,486,132
99,487,133
100,488,133
101,489,134
102,490,135
103,491,135
104,492,136
105,493,136
106,494,137
107,495,138
108,496,138
109,497,139
110,498,140
111,499,140
112,500,141
113,501,142
114,502,143
115,503,143
116,504,144
117,505,145
118,506,146
119,507,146
120,508,147
121,509,148
122,510,149
123,511,150
124,512,151
125,513,152
126,514,153
127,515,154
128,516,155
129,517,156
130,518,157
131,519,158
132,520,159
133,521,160
134,521,161
135,522,162
136,523,163
137,524,164
138,524,165
139,525,166
140,526,167
141,526,168
142,527,169
143,528,170
144,528,171
145,529,172
146,529,173
147,530,174
148,530,175
149,531,176
150,531,177
151,532,178
152,532,179
153,533,180
154,533,181
155,533,182
156,534,183
157,534,184
158,534,185
159,535,186
160,535,187
161,535,188
162,536,189
163,536,190
164,536,191
165,536,192
166,537,193
167,537,194
168,537,195
169,537,196
170,537,197
171,537,198
172,537,199
173,538,200
174,538,201
175,538,202
176,538,203
177,538,204
178,538,205
179,538,206
180,538,207
181,538,208
182,538,209
183,538,210
184,538,211
185,538,212
186,537,213
187,537,214
188,537,215
189,537,216
190,537,217
191,537,218
192,537,219
193,536,220
194,536,221
195,536,222
196,536,223
197,535,224
198,535,225
199,535,226
200,534,227
201,534,228
202,534,229
203,533,230
204,533,231
205,533,232
206,532,233
207,532,234
208,531,235
209,531,236
210,530,237
211,530,238
212,529,239
213,529,240
214,528,241
215,528,242
216,527,243
217,526,244
218,526,245
219,525,246
220,524,247
221,524,248
222,523,249
223,522,250
224,521,251
225,521,252
226,520,253
227,519,254
228,518,255
229,517,256
230,516,257
231,515,258
232,514,259
233,513,260
234,512,261
235,511,262
236,510,263
237,509,264
238,508,265
239,507,266
240,506,266
241,505,267
242,504,268
243,503,269
244,502,270
245,501,270
246,500,271
247,499,272
248,498,273
249,497,273
250,496,274
251,495,274
252,494,275
253,493,276
254,492,276
255,491,277
256,490,278
257,489,278
258,488,279
259,487,279
260,486,280
261,485,280
262,484,281
263,483,281
264,482,282
265,481,282
266,480,283
267,479,283
268,478,284
269,477,284
270,476,285
271,475,285
272,474,286
273,473,286
274,472,286
275,471,287
276,470,287
277,469,288
278,468,288
279,467,289
280,466,289
281,465,289
282,464,290
283,463,290
284,462,290
285,461,291
286,460,291
287,459,291
288,458,292
289,457,292
290,456,292
291,455,293
