,x,y
0,8,14
1,9,14
2,10,14
3,11,14
4,12,14
5,13,14
6,14,14
7,15,14
8,16,14
9,17,14
10,18,14
11,19,14
12,20,14
13,21,14
14,22,14
15,23,15
16,24,15
17,25,15
18,26,15
19,27,15
20,28,15
21,29,15
22,30,15
23,31,16
24,32,16
25,33,16
26,34,16
27,35,16
28,36,17
29,37,17
30,38,17
31,39,17
32,40,18
33,41,18
34,42,18
35,43,19
36,44,19
37,45,20
38,46,20
39,47,20
40,48,21
41,49,21
42,50,22
43,51,22
44,52,23
45,53,23
46,54,24
47,55,24
48,56,25
49,57,26
50,58,26
51,59,27
52,60,28
53,61,29
54,62,29
55,63,30
56,64,31
57,65,32
58,66,33
59,67,34
60,68,35
61,69,36
62,70,37
63,71,37
64,71,38
65,72,39
66,73,40
67,74,41
68,75,42
69,76,43
70,77,44
71,78,45
72,78,46
73,79,47
74,80,48
75,81,49
76,81,50
77,82,51
78,83,52
79,84,53
80,84,54
81,85,55
82,86,56
83,87,57
84,87,58
85,88,59
86,89,60
87,90,61
88,90,62
89,91,63
90,92,64
91,92,65
92,93,66
93,94,67
94,95,68
95,95,69
96,96,70
97,97,71
98,98,72
99,98,73
100,99,74
101,100,75
102,101,76
103,102,77
104,102,78
105,103,79
106,104,80
107,105,81
108,106,82
109,107,83
110,108,84
111,108,85
112,109,86
113,110,87
114,111,88
115,112,89
116,113,90
117,114,91
118,115,92
119,116,93
120,117,94
121,118,95
122,119,95
123,120,96
124,121,97
125,122,98
126,123,99
127,124,100
128,125,100
129,126,101
130,127,102
131,128,103
132,129,103
133,130,104
134,131,105
135,132,105
136,133,106
137,134,107
138,135,107
139,136,108
140,137,108
141,138,109
142,139,110
143,140,110
144,141,111
145,142,111
146,143,112
147,144,112
148,145,113
149,146,113
150,147,114
151,148,114
152,149,115
153,150,115
154,151,115
155,152,116
156,153,116
157,154,117
158,155,117
159,156,118
160,157,118
161,158,118
162,159,119
163,160,119
164,161,119
165,162,120
166,163,120
167,164,120
168,165,121
169,166,121
170,167,121
171,168,121
172,169,122
173,170,122
174,171,122
175,172,123
176,173,123
177,174,123
178,175,123
179,176,124
180,177,124
181,178,124
182,179,124
183,180,124
184,181,125
185,182,125
186,183,125
187,184,125
188,185,125
189,186,126
190,187,126
191,188,126
192,189,126
193,190,126
194,191,126
195,192,127
196,193,127
197,194,127
198,195,127
199,196,127
200,197,127
201,198,127
202,199,128
203,200,128
204,201,128
205,202,128
206,203,128
207,204,128
208,205,128
209,206,128
210,207,128
211,208,129
212,209,129
213,210,129
214,211,129
215,212,129
216,213,129
217,213,129
