,x,y
0,156,78
1,157,78
2,158,78
3,159,78
4,160,78
5,161,78
6,162,78
7,163,78
8,164,78
9,165,78
10,166,78
11,167,79
12,168,79
13,169,79
14,170,79
15,171,80
16,172,80
17,173,81
18,174,81
19,175,82
20,176,82
21,177,83
22,178,84
23,179,85
24,180,86
25,181,87
26,181,88
27,182,89
28,182,90
29,183,91
30,183,92
31,183,93
32,183,94
33,183,95
34,183,96
35,183,97
36,182,98
37,182,99
38,181,100
39,181,101
40,180,102
41,179,103
42,178,104
43,177,105
44,176,106
45,175,106
46,174,107
47,173,107
48,172,108
49,171,108
50,170,108
51,169,109
52,168,109
53,167,109
54,166,109
55,165,110
56,164,110
57,163,110
58,162,110
59,161,110
60,160,110
61,159,110
62,158,110
63,157,110
64,156,110
65,155,109
66,154,109
67,153,109
68,152,109
69,151,108
70,150,108
71,149,108
72,148,107
73,147,107
74,146,106
75,145,105
76,144,105
77,143,104
78,142,103
79,141,102
80,140,101
81,140,100
82,139,99
83,139,98
84,138,97
85,138,96
86,138,95
87,138,94
88,138,93
89,138,92
90,138,91
91,139,90
92,139,89
93,140,88
94,140,87
95,141,86
96,142,85
97,143,84
98,144,83
99,145,82
100,146,82
101,147,81
102,148,81
103,149,80
104,150,80
105,151,80
106,152,79
107,153,79
108,154,79
109,155,79
110,155,79
