,x,y
0,75,42
1,76,43
2,77,44
3,78,45
4,78,46
5,79,47
6,80,48
7,81,49
8,81,50
9,82,51
10,83,52
11,84,53
12,84,54
13,85,55
14,86,56
15,87,57
16,87,58
17,88,59
18,89,60
19,90,61
20,90,62
21,91,63
22,92,64
23,92,65
24,93,66
25,94,67
26,95,68
27,95,69
28,96,70
29,97,71
30,98,72
31,98,73
32,99,74
33,100,75
34,101,76
35,102,77
36,102,78
37,103,79
38,104,80
39,105,81
40,106,82
41,107,83
42,108,84
43,108,85
44,109,86
45,110,87
46,111,88
47,112,89
48,113,90
49,114,91
50,115,92
51,116,93
52,117,94
53,118,95
54,119,95
55,120,96
56,121,97
57,122,98
58,123,99
59,124,100
60,125,100
61,126,101
62,127,102
63,128,103
64,129,103
65,130,104
66,131,105
67,132,105
68,133,106
69,134,107
70,135,107
71,135,107
