,x,y
0,137,42
1,136,43
2,135,44
3,134,45
4,134,46
5,133,47
6,132,48
7,131,49
8,131,50
9,130,51
10,129,52
11,128,53
12,128,54
13,127,55
14,126,56
15,125,57
16,125,58
17,124,59
18,123,60
19,122,61
20,122,62
21,121,63
22,120,64
23,120,65
24,119,66
25,118,67
26,117,68
27,117,69
28,116,70
29,115,71
30,114,72
31,114,73
32,113,74
33,112,75
34,111,76
35,110,77
36,110,78
37,109,79
38,108,80
39,107,81
40,106,82
41,105,83
42,104,84
43,104,85
44,103,86
45,102,87
46,101,88
47,100,89
48,99,90
49,98,91
50,97,92
51,96,93
52,95,94
53,94,95
54,93,95
55,92,96
56,91,97
57,90,98
58,89,99
59,88,100
60,87,100
61,86,101
62,85,102
63,84,103
64,83,103
65,82,104
66,81,105
67,80,105
68,79,106
69,78,107
70,77,107
71,77,107
