,x,y
0,72,78
1,73,78
2,74,78
3,75,78
4,76,78
5,77,78
6,78,78
7,79,78
8,80,78
9,81,78
10,82,78
11,83,78
12,84,78
13,85,78
14,86,78
15,87,78
16,88,78
17,89,78
18,90,78
19,91,78
20,92,78
21,93,78
22,94,78
23,95,78
24,96,78
25,97,78
26,98,78
27,99,78
28,100,78
29,101,78
30,102,78
31,103,78
32,104,78
33,105,78
34,106,78
35,107,78
36,108,78
37,109,78
38,110,78
39,111,78
40,112,78
41,113,78
42,114,78
43,115,78
44,116,78
45,117,78
46,118,78
47,119,78
48,120,78
49,121,78
50,122,78
51,123,78
52,124,78
53,125,78
54,126,78
55,127,78
56,128,78
57,129,78
58,130,78
59,131,78
60,132,78
61,133,78
62,134,78
63,135,78
64,136,78
65,137,78
66,138,78
67,139,78
68,140,78
69,141,78
70,141,78
